file_sha256,approved_label,predicted_before,predicted_after,second_after,top_similarity_after,margin_after,known_distribution_after,prototype_predicted_after
3798f498533d138ffc68748ba0971541b6f3b79f2f6a51bd936c7742be49ba40,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX,Drums/Drum Loops/Loops,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX,Drums/Drum Loops/Full Drum Loops/Loops,0.8224622549348553,0.19915619950859031,True,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX
407ee62ca72ddf8d0855acfa90f26712e03d74e014e6a11c6a29d67d76401ff7,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Lead/Loops,0.9999999851421227,0.3630858307028112,True,Instruments/Synths/Synth Pad/Loops
dbebeb90d5b12fc80163078a2e85d879263f67564a9c9da5b133eea734e4ef2a,Instruments/Synths/Synth Pluck/Loops,Instruments/Synths/Synth Loops/Loops,Instruments/Synths/Synth Pluck/Loops,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,0.8581081630663102,0.27565590868312506,True,Instruments/Synths/Synth Pluck/Loops
51fcff699b44ad0e1eccd583b31eb9dff07b71140bfb91a117e07c06afa469f8,Instruments/Bass/Synth Bass/Loops,Instruments/Synths/Synth Arp/Loops,Instruments/Bass/Synth Bass/Loops,Instruments/Synths/Synth Pluck/Loops,0.9999999957644091,0.457814263856957,True,Instruments/Bass/Synth Bass/Loops
0e446b7279c53ccf85c5cbf613241bd5c6f25a6009b0ddc82039187c5c8bc8ad,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/One Shots,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/One Shots,0.919710927690916,0.15632836889956658,True,Instruments/Voice/Vocal Loops/Loops
afdceafb647752338685e2abc81e19728349af72d53a10d297b20c9b177fbb65,Instruments/Strings/String Loops/Loops,Instruments/Strings/String Loops/Loops,Instruments/Strings/String Loops/Loops,Instruments/Synths/Synth Loops/Loops,0.8698196770959501,0.11661445923943692,True,Instruments/Strings/String Loops/Loops
66a50b99a5000ed629de2e70e86fd422fb1d72e5e36bbda06f299b221a9572ac,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Rhodes/One Shots,0.8195458951253066,0.14850538754321663,True,Instruments/Synths/Synth Pad/Loops
63bbe04ddca0833670843e1d92c048ff1e4575cf2ac5874de0ee4cafa6f5d597,Instruments/Keys/Wurlitzer/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Keys/Wurlitzer/Loops,Instruments/Keys/Rhodes/Loops,0.999999970049928,0.16337107399645845,True,Instruments/Keys/Wurlitzer/Loops
429bfe56bfd5934012f22d4bade9314a1925974a629bcd0aeb8a1392d85d3c88,FX/Designed Noise FX/Siren/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Human and Voice FX/Scream/Long FX,0.8873933497986509,0.3042893937514405,True,FX/Designed Noise FX/Siren/Long FX
c1fc387a1a18af327ce5a2ababd3161997ae907a9d0786faaffd78625ba18ba7,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Synths/Synth Loops/Loops,0.8146406601857017,0.13605032857510357,True,FX/Human and Voice FX/Altered Voice/Long FX
