file_sha256,approved_label,predicted_before,predicted_after,second_after,top_similarity_after,margin_after,known_distribution_after,prototype_predicted_after
b3c54c6e7ba2474fe39fc2a0b74a9d801a866edc8d86a8677ffbf6c61c1a8589,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Woodwinds/Saxophone/Loops,0.8749350674109314,0.1450551235333103,True,FX/Human and Voice FX/Altered Voice/Long FX
3798f498533d138ffc68748ba0971541b6f3b79f2f6a51bd936c7742be49ba40,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX,Drums/Drum Loops/Loops,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX,Drums/Drum Loops/Full Drum Loops/Loops,0.8224622549348553,0.16896705958454705,True,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX
407ee62ca72ddf8d0855acfa90f26712e03d74e014e6a11c6a29d67d76401ff7,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Chord/Loops,0.8774853521065329,0.1418983108440014,True,Instruments/Synths/Synth Pad/Loops
6c297c31b7a8ed0c699b630f70be13d60693444ded1900cae246da163e1da28f,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,0.7854353802733728,0.22762528977323526,True,FX/Human and Voice FX/Spoken Voice/Long FX
dbebeb90d5b12fc80163078a2e85d879263f67564a9c9da5b133eea734e4ef2a,Instruments/Synths/Synth Pluck/Loops,Instruments/Synths/Synth Loops/Loops,Instruments/Synths/Synth Pluck/Loops,Instruments/Synths/Synth Loops/Loops,0.8721028252360302,0.1694391096346105,True,Instruments/Synths/Synth Pluck/Loops
51fcff699b44ad0e1eccd583b31eb9dff07b71140bfb91a117e07c06afa469f8,Instruments/Bass/Synth Bass/Loops,Instruments/Synths/Synth Arp/Loops,Instruments/Bass/Synth Bass/Loops,Instruments/Synths/Synth Loops/Loops,0.9999999957644091,0.3646184546248078,True,Instruments/Bass/Synth Bass/Loops
0e446b7279c53ccf85c5cbf613241bd5c6f25a6009b0ddc82039187c5c8bc8ad,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/One Shots,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/One Shots,0.9006689590910348,0.13728640029968542,True,Instruments/Voice/Vocal Loops/Loops
fbb898d9e7c17dacc0e4cfeeee9ee056cdcfd04bef5e33b60b2645c6a5142217,FX/Everyday Foley/Water Foley/Splash/Long FX,Instruments/Guitar/Acoustic Guitar/Loops,FX/Everyday Foley/Water Foley/Splash/Long FX,Drums/Rims and Sticks/Rimshot/Loops,1.0000000813562768,0.6811548982055919,True,FX/Everyday Foley/Water Foley/Splash/Long FX
2c981159be114c4b025a7cfb2d5060158acd045487077c9cbc02c2026659af09,FX/Human and Voice FX/Spoken Voice/Long FX,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Glitch/Long FX,0.7271999402120497,-0.04851271555169179,True,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Glitch/Long FX
290aa9755ae624169a7dfa6e65cbb9f791d89a29cce5b681f405a4d35a92c154,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/One Shots,0.6437552256813206,-0.016396483648535964,True,FX/Human and Voice FX/Altered Voice/One Shots
5292583110fa27e62203ccec408cf289aa19cf14f38196f209a373de2a73ffe4,FX/Structural and Transitional FX/Drops and Downlifters/Generic Drop or Downlifter/Long FX,Drums/Kick Drums/Generic Kick/One Shots,FX/Structural and Transitional FX/Drops and Downlifters/Generic Drop or Downlifter/Long FX,Instruments/Bass/808 Bass/One Shots,1.0000000725067661,0.4152978968154889,True,FX/Structural and Transitional FX/Drops and Downlifters/Generic Drop or Downlifter/Long FX
290aa9755ae624169a7dfa6e65cbb9f791d89a29cce5b681f405a4d35a92c154,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/One Shots,0.6437552256813206,-0.016396483648535964,True,FX/Human and Voice FX/Altered Voice/One Shots
c93a1e49fbba9b64db434383daa97058bb95f9c37e6f9bc9fb0ef1370bd1ffeb,FX/Human and Voice FX/Spoken Voice/Long FX,Instruments/Voice/Vocal Loops/Loops,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,0.7176695642177238,0.21044750480689345,True,FX/Human and Voice FX/Spoken Voice/Long FX
afdceafb647752338685e2abc81e19728349af72d53a10d297b20c9b177fbb65,Instruments/Strings/String Loops/Loops,Instruments/Strings/String Loops/Loops,Instruments/Strings/String Loops/Loops,FX/Structural and Transitional FX/Risers and Builds/Granular Riser/Long FX,0.8698196770959501,0.1930770065392129,True,Instruments/Strings/String Loops/Loops
66a50b99a5000ed629de2e70e86fd422fb1d72e5e36bbda06f299b221a9572ac,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Rhodes/One Shots,0.7652162921962145,0.09417578461412446,True,Instruments/Synths/Synth Pad/Loops
63bbe04ddca0833670843e1d92c048ff1e4575cf2ac5874de0ee4cafa6f5d597,Instruments/Keys/Wurlitzer/Loops,Instruments/Keys/Electric Piano/Loops,Instruments/Keys/Wurlitzer/Loops,Instruments/Keys/Rhodes/Loops,0.999999970049928,0.16337107399645845,True,Instruments/Keys/Wurlitzer/Loops
e797a0b62a8a96f944d54ce41aff0cf81005377e7deea4daa70ee5c9b78d8815,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Keys Loops/Loops,Instruments/Synths/Synth Pad/Loops,Instruments/Keys/Keys Loops/Loops,0.9999999665227949,0.2887809057674112,True,Instruments/Synths/Synth Pad/Loops
0877bfd83c2ba5a9fcd6d94ba874b0bc1bce7c128af1d62c3984fcc8ccc54d2a,FX/Everyday Foley/Keys Coins and Small Objects/Coins/One Shots,Instruments/Guitar/Guitar Loops/Loops,FX/Everyday Foley/Keys Coins and Small Objects/Coins/One Shots,FX/Everyday Foley/Wood/One Shots,1.0000000982873825,0.6903636344835097,True,FX/Everyday Foley/Keys Coins and Small Objects/Coins/One Shots
734a3aed982ab1e8e1c345a76fb13517016f5b14c0e3f549e858b8440c768548,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,0.8174620901902041,0.2856056704131845,True,FX/Human and Voice FX/Altered Voice/Long FX
429bfe56bfd5934012f22d4bade9314a1925974a629bcd0aeb8a1392d85d3c88,FX/Designed Noise FX/Siren/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Designed Noise FX/Siren/Long FX,FX/Human and Voice FX/Scream/Long FX,0.8873933497986509,0.3042893937514405,True,FX/Designed Noise FX/Siren/Long FX
c1fc387a1a18af327ce5a2ababd3161997ae907a9d0786faaffd78625ba18ba7,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Woodwinds/Saxophone/Loops,0.8144374670935111,0.10385627260918295,True,FX/Human and Voice FX/Altered Voice/Long FX
4f0d2cb66245ac5b1d7f290cac35a534e27ce27fd0a50dbb250ff26abfa29b3a,Drums/Snares/Generic Snare/One Shots,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums/Snares/Generic Snare/One Shots,Drums/Snares/Acoustic Snare/One Shots,0.7571007907817464,0.2436054740615986,True,Drums/Snares/Generic Snare/One Shots
6e08785d5db53c0ec16e87da7289b9da27520df348c34f231c124325b41b62f3,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Glitch/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Glitch/Long FX,FX/Human and Voice FX/Altered Voice/One Shots,0.7387803157104581,0.20465460048027406,True,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Glitch/Long FX
1d6b3ccffd33d4b26145b0f8b0ad4fa488bd982a8b1d2d80ec3b3d107c63a8e9,Instruments/Synths/Synth Pluck/Loops,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Synths/Synth Pluck/Loops,Instruments/Keys/Synth Lead/Loops,0.955979927279452,0.2555137253050027,True,Instruments/Synths/Synth Pluck/Loops
bb123ae81a51b619c812ff34b9f5de53b49339cb94ddc1a2dbf659b08cdb9d32,Instruments/Synths/Synth Pluck/Loops,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Synths/Synth Pluck/Loops,Instruments/Keys/Synth Lead/Loops,0.9559800073956307,0.20990633104333234,True,Instruments/Synths/Synth Pluck/Loops
8d83e2aceb0871b0183d07e419e8aa607a6a8aa0f3aec48118bc76cc76bd8658,Instruments/Bass/Generic Bass/Loops,Instruments/Bass/Electric Bass/Loops,Instruments/Bass/Generic Bass/Loops,Drums/Kick Drums/Sub Kick/Loops,0.8726967314350689,0.19011671729458324,True,Instruments/Bass/Generic Bass/Loops
23febbdcd375fdca3c7f49fa5e88c5f5dca6450c5126c1bebbe0e1a6e5518d5a,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Mallets and Bells/Bells and Mallets/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,Instruments/Synths/Synth Pad/Loops,0.8245616584368892,0.2548528399682296,True,Instruments/Mixed Musical Loops/Multi Instrument/Loops
aa3548da62aa147c691dbfd16cce4d55439f72af6de4b6f69da1539260fd6b3f,Instruments/Woodwinds/Saxophone/Loops,Instruments/Plucked Strings/Koto/Loops,Instruments/Woodwinds/Saxophone/Loops,Instruments/Mixed Musical Loops/Multi Instrument/Loops,0.8240244696880755,0.05790104084332437,True,Instruments/Woodwinds/Saxophone/Loops
df42565474c8111b0cf945afc0214c00c72530f6abe7e62d693d3cd50db37ae2,Drums/Percussion/Generic Percussion/Loops,Instruments/Synths/Synth Arp/Loops,Drums/Percussion/Generic Percussion/Loops,FX/Impacts and Hits/Generic Impact/One Shots,0.6703935987608729,0.18835428236032842,True,Drums/Percussion/Generic Percussion/Loops
1adac01fe9b4075a58ee3d2beb4bb558c9a90b4e97eda37ee9f07a693798780b,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,FX/Human and Voice FX/Altered Voice/Long FX,Instruments/Woodwinds/Saxophone/Loops,0.8241257823283609,0.06034687928133442,True,FX/Human and Voice FX/Altered Voice/Long FX
d6f6118418233ac3d371f16bc8e3b24d29e917aeea38efb17d05df615dad5359,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX,FX/Human and Voice FX/Spoken Voice/Long FX,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX,Drums/Percussion/Generic Percussion/Loops,0.8224621546942921,0.3388566147056686,True,FX/Digital Mechanical Industrial Transport/Glitches and Stutters/Generic Stutter/Long FX
